week,blockchain,volume_usd,traders
2022-07-25T00:00:00Z,celo,8.503005367618553e+06,1868
2024-07-08T00:00:00Z,sei,2.7570465232304417e+07,1439
2022-12-12T00:00:00Z,celo,5.300598737779263e+06,872
2023-12-11T00:00:00Z,mantle,9.327434041518211e+07,8577
2022-09-05T00:00:00Z,ethereum,1.07397400373373e+10,94272
2024-12-02T00:00:00Z,avalanche_c,2.474156582608485e+09,16068
2022-07-04T00:00:00Z,gnosis,1.4394552228507116e+06,1246
2023-03-27T00:00:00Z,celo,7.326921493482046e+06,771
2022-09-12T00:00:00Z,gnosis,2.0828115711964746e+06,1582
2023-07-24T00:00:00Z,kaia,150356.16003675698,3329
2024-09-30T00:00:00Z,blast,8.04839885155726e+07,3400
2023-05-01T00:00:00Z,ronin,1.1805308184603695e+07,10959
2023-02-20T00:00:00Z,ronin,2.6751809925554484e+07,11838
2024-05-13T00:00:00Z,boba,2299.639224722355,12
2022-09-05T00:00:00Z,bnb,1.9524705350015736e+09,638241
2023-07-17T00:00:00Z,zksync,4.1593059364610314e+08,499045
2022-08-29T00:00:00Z,celo,2.889211989100907e+06,1692
2023-07-03T00:00:00Z,nova,2.2925071557779657e+06,13619
2024-09-02T00:00:00Z,arbitrum,3.3761024023707724e+09,30059
2022-12-26T00:00:00Z,nova,796428.5013298956,4424
2023-01-16T00:00:00Z,ronin,2.5396550033475675e+07,14856
2024-04-08T00:00:00Z,kaia,2.6898313632638607e+07,1075
2023-08-14T00:00:00Z,nova,2.5037387680901075e+06,15796
2024-03-18T00:00:00Z,zora,225462.43526027643,652
2022-10-03T00:00:00Z,bnb,1.89548370629348e+09,537698
2023-10-02T00:00:00Z,optimism,1.932382404115335e+08,45869
2024-12-02T00:00:00Z,optimism,1.3924018800458412e+09,25413
2024-06-17T00:00:00Z,polygon,7.571391928596709e+08,58824
2023-08-28T00:00:00Z,nova,2.2823723908619666e+06,14603
2024-04-08T00:00:00Z,nova,1.0455903579866146e+06,4181
2023-09-18T00:00:00Z,celo,3.909538850240984e+06,4306
2024-08-12T00:00:00Z,scroll,1.2086091852796699e+08,62842
2022-07-11T00:00:00Z,gnosis,2.053314585767785e+06,1509
2025-01-20T00:00:00Z,kaia,2.9222301424194552e+07,980
2022-11-14T00:00:00Z,kaia,99520.85516860896,121
2023-08-28T00:00:00Z,zksync,5.876381210681077e+08,613926
2023-09-11T00:00:00Z,zksync,6.622875769883934e+08,554688
2024-01-22T00:00:00Z,fantom,2.523888275870782e+07,11626
2023-03-27T00:00:00Z,zksync,1.354034169329912e+08,188107
2023-07-03T00:00:00Z,zksync,3.4676382690642864e+08,431059
2023-10-23T00:00:00Z,linea,1.321312586752115e+07,10061
2022-09-26T00:00:00Z,ethereum,8.611228902085432e+09,98832
2023-10-02T00:00:00Z,polygon,5.134697273212096e+08,52013
2023-10-02T00:00:00Z,arbitrum,1.1133791609789684e+09,54333
2023-07-17T00:00:00Z,linea,1.9199749214300849e+06,7317
2022-12-19T00:00:00Z,fantom,4.550648213853654e+07,12309
2023-03-20T00:00:00Z,celo,8.193705066087928e+06,642
2023-12-04T00:00:00Z,linea,1.2799936497924345e+07,10651
2025-01-27T00:00:00Z,sei,4.1583675807537034e+07,1453
2024-11-11T00:00:00Z,avalanche_c,1.9164906037505872e+09,12096
2023-04-10T00:00:00Z,nova,9.249691162868459e+06,19028
2022-09-12T00:00:00Z,polygon,1.1549704119469357e+09,72362
2024-10-14T00:00:00Z,bnb,5.593865938265235e+09,437903
2023-07-03T00:00:00Z,avalanche_c,2.6109703101698098e+08,59723
2023-10-16T00:00:00Z,polygon,5.671750339110638e+08,55545
2024-03-18T00:00:00Z,optimism,7.617661304792792e+08,74104
2025-02-10T00:00:00Z,ethereum,3.324167045092861e+09,36380
2024-05-27T00:00:00Z,zora,397658.64472967846,2705
2024-01-22T00:00:00Z,celo,1.1327788898242319e+07,1995
2024-08-19T00:00:00Z,gnosis,1.6457678229172522e+07,1888
2022-09-26T00:00:00Z,ronin,1.0364221572196715e+07,25034
2024-02-12T00:00:00Z,nova,661356.1996341948,7205
2022-11-28T00:00:00Z,kaia,175008.4183322397,132
2023-01-30T00:00:00Z,ethereum,1.1133311610953087e+10,142776
2024-06-03T00:00:00Z,blast,5.5390790998517e+08,71245
2025-01-27T00:00:00Z,optimism,8.224560605012735e+08,17753
2022-08-01T00:00:00Z,celo,6.080551043924674e+06,1726
2024-07-22T00:00:00Z,avalanche_c,6.574607593229761e+08,9566
2024-10-07T00:00:00Z,base,5.550479776852587e+09,4.244436e+06
2023-06-19T00:00:00Z,ronin,1.5995182900759509e+07,8370
2024-05-06T00:00:00Z,kaia,9.752947819689821e+06,849
2024-07-01T00:00:00Z,linea,3.479269391227081e+08,17633
2023-05-08T00:00:00Z,fantom,6.597505905007102e+07,14493
2024-09-09T00:00:00Z,flare,629646.9818851353,400
2023-01-02T00:00:00Z,fantom,3.932530150082332e+07,11899
2023-10-09T00:00:00Z,bnb,1.4623645739286284e+09,333382
2023-07-31T00:00:00Z,zksync,4.05388720192662e+08,589148
2023-09-25T00:00:00Z,zksync,6.307897545654371e+08,572248
2023-04-10T00:00:00Z,zksync,3.442643415332386e+08,218562
2024-01-01T00:00:00Z,nova,703981.0583717881,8483
2024-05-06T00:00:00Z,linea,1.9223742143490255e+08,22904
2023-09-25T00:00:00Z,nova,786277.7465303558,13170
2023-02-13T00:00:00Z,avalanche_c,4.8079659488970494e+08,12405
2024-06-10T00:00:00Z,fantom,3.521360734782149e+07,10761
2024-02-19T00:00:00Z,ronin,2.0794554406418243e+08,19470
2023-09-18T00:00:00Z,flare,2.2836274154055505e+06,695
2023-02-13T00:00:00Z,ronin,2.4177920115685366e+07,13545
2023-08-14T00:00:00Z,zksync,4.5865941425301474e+08,566325
2025-01-13T00:00:00Z,optimism,1.16039312386215e+09,16745
2024-12-16T00:00:00Z,arbitrum,9.281638022147778e+09,57070
2023-11-20T00:00:00Z,zksync,4.659466107085791e+08,412807
2022-10-10T00:00:00Z,avalanche_c,1.2416731712363812e+08,14190
2023-09-04T00:00:00Z,celo,3.0471950817900314e+06,3734
2024-07-22T00:00:00Z,ronin,2.564910505156851e+07,7690
2024-11-04T00:00:00Z,zora,2.1548781817855383e+06,9427
2024-09-23T00:00:00Z,boba,963.331118699634,6
2024-11-18T00:00:00Z,polygon,1.4486951707423575e+09,111578
2024-10-21T00:00:00Z,polygon,8.733129343026499e+08,110054
2023-09-11T00:00:00Z,gnosis,2.1428677221264797e+06,2064
2023-02-27T00:00:00Z,avalanche_c,2.3187522777840123e+08,9981
2024-01-01T00:00:00Z,mantle,1.0342835083361664e+08,8800
2024-11-04T00:00:00Z,arbitrum,5.816746949455818e+09,40766
2024-05-20T00:00:00Z,mantle,1.9889540938741964e+08,5380
2024-02-05T00:00:00Z,optimism,3.455043193132896e+08,64826
2023-01-02T00:00:00Z,ethereum,5.498401170828704e+09,97850
2022-08-15T00:00:00Z,fantom,1.42370764168965e+08,20843
2024-01-01T00:00:00Z,kaia,2.01782878795076e+06,1505
2023-08-28T00:00:00Z,mantle,2.7596365472015567e+07,7741
2024-11-11T00:00:00Z,worldchain,1.2583080952888718e+07,73873
2023-01-30T00:00:00Z,ronin,3.996779048011118e+07,16531
2024-05-06T00:00:00Z,boba,706.9548888125354,8
2024-01-29T00:00:00Z,scroll,2.5420743374259576e+07,58086
2024-11-18T00:00:00Z,flare,1.0874603669533093e+07,576
2023-03-27T00:00:00Z,gnosis,492043.64543705893,1839
2025-02-10T00:00:00Z,fantom,1.96819410427925e+06,2747
2024-01-01T00:00:00Z,linea,8.651375949274728e+06,7249
2023-06-19T00:00:00Z,avalanche_c,2.4082644375864395e+08,59353
2025-02-03T00:00:00Z,linea,1.7819759762066284e+08,7004
2024-11-25T00:00:00Z,zkevm,1.599942365034353e+07,868
2023-09-25T00:00:00Z,linea,1.061088418676662e+07,15142
2025-02-10T00:00:00Z,ink,95539.519640194,1070
2024-03-04T00:00:00Z,ronin,2.2509869158001676e+08,16368
2024-09-16T00:00:00Z,gnosis,2.734479593928565e+07,2225
2024-10-14T00:00:00Z,boba,86.13961826881953,1
2024-09-09T00:00:00Z,base,3.2951329712664156e+09,3.257234e+06
2024-11-04T00:00:00Z,ethereum,1.5529355988074833e+10,110587
2022-11-28T00:00:00Z,nova,1.260192300348694e+06,7479
2023-09-11T00:00:00Z,nova,1.0845896928464728e+06,12213
2024-06-03T00:00:00Z,scroll,5.660684737562675e+07,149078
2023-09-18T00:00:00Z,fantom,7.933366081442471e+06,7698
2025-02-10T00:00:00Z,celo,3.984233838748419e+07,8301
2023-12-25T00:00:00Z,celo,2.2434106878105763e+07,2608
2023-11-20T00:00:00Z,zkevm,7.861062416438501e+06,3236
2025-02-10T00:00:00Z,ronin,1.074976061198195e+07,2144
2024-11-11T00:00:00Z,bnb,1.1814784630064856e+10,417337
2024-02-12T00:00:00Z,scroll,7.128531947907747e+07,92170
2023-11-20T00:00:00Z,linea,3.804679806985622e+07,33456
2024-01-15T00:00:00Z,mantle,8.34593568719846e+07,10519
2022-09-12T00:00:00Z,ethereum,1.109734497635662e+10,99365
2025-01-13T00:00:00Z,sei,3.482446461636287e+07,1464
2024-09-02T00:00:00Z,sei,3.823372845249508e+07,1209
2023-04-03T00:00:00Z,zkevm,813143.5949939215,4794
2025-02-10T00:00:00Z,corn,22146.9778281773,17
2024-11-04T00:00:00Z,optimism,1.0402533712385541e+09,26714
2024-07-29T00:00:00Z,ethereum,1.490846507299018e+10,100352
2024-05-20T00:00:00Z,linea,4.7124581572814184e+08,40081
2024-01-15T00:00:00Z,bnb,3.18281717587556e+09,475841
2022-08-15T00:00:00Z,celo,5.263834958804725e+06,1951
2025-02-03T00:00:00Z,mantle,1.125527595234942e+08,6047
2022-12-19T00:00:00Z,celo,3.3709629183266093e+06,613
2023-09-04T00:00:00Z,base,2.820435932844583e+08,54989
2024-09-23T00:00:00Z,linea,1.1782769014352019e+08,9845
2023-12-18T00:00:00Z,kaia,781414.6272981105,1666
2024-05-20T00:00:00Z,boba,5852.676999998064,11
2024-07-01T00:00:00Z,blast,5.738425804614414e+08,27608
2023-10-30T00:00:00Z,optimism,3.287161129068206e+08,52349
2024-12-16T00:00:00Z,optimism,1.5355795346756473e+09,20672
