project,_col1,usd_volume
wagmi,2024-03-04 00:00:00.000 UTC,164132.83724674652
lynex,2024-05-06 00:00:00.000 UTC,9.154784610518734e+07
syncswap,2024-10-14 00:00:00.000 UTC,1.1776791986562818e+07
kyberswap,2024-12-09 00:00:00.000 UTC,1.4589246034676225e+06
zipswap,2025-01-27 00:00:00.000 UTC,14089.554342608664
apeswap,2024-09-09 00:00:00.000 UTC,7.81438514213447e+06
fraxswap,2024-02-12 00:00:00.000 UTC,1.1929655457284082e+07
fusionx,2024-07-29 00:00:00.000 UTC,1.3210842170883192e+07
honeyswap,2024-03-25 00:00:00.000 UTC,1.2063267255512313e+06
bancor,2024-05-27 00:00:00.000 UTC,6.256183841981263e+06
iziswap,2024-06-24 00:00:00.000 UTC,2.0210387507843725e+07
oasisswap,2024-04-15 00:00:00.000 UTC,15496.708746458547
bancor,2024-03-11 00:00:00.000 UTC,1.462377852461292e+07
dracula_finance,2024-07-01 00:00:00.000 UTC,4464.596124016108
iziswap,2024-12-02 00:00:00.000 UTC,1.1509369005156906e+07
bridgers,2024-12-02 00:00:00.000 UTC,<nil>
woofi,2024-11-11 00:00:00.000 UTC,9.739390668164045e+07
mummy_finance,2024-06-17 00:00:00.000 UTC,423262.5256931006
tropicalswap,2025-02-10 00:00:00.000 UTC,2.7489761248459996
thena,2024-05-27 00:00:00.000 UTC,1.7333414311852217e+08
shibaswap,2024-09-02 00:00:00.000 UTC,4.10166408159362e+06
chronos,2024-06-24 00:00:00.000 UTC,14820.388288887458
ellipsis_finance,2024-12-16 00:00:00.000 UTC,646920.7576297511
dooar,2024-10-21 00:00:00.000 UTC,2.7427801839832827e+06
honeyswap,2024-06-10 00:00:00.000 UTC,257670.06011590527
honeyswap,2024-06-24 00:00:00.000 UTC,280996.59345648665
oasisswap,2024-06-03 00:00:00.000 UTC,9981.582797386562
sterling_finance,2024-09-09 00:00:00.000 UTC,40.427005791114006
blasterswap,2024-09-09 00:00:00.000 UTC,1.0706117105867201e+06
autotronic,2024-05-06 00:00:00.000 UTC,3.229685845525637
gmx,2024-11-11 00:00:00.000 UTC,8.605474848084306e+06
infusion,2024-05-06 00:00:00.000 UTC,6.6314629484770475e+06
trader_joe,2024-12-16 00:00:00.000 UTC,1.2068271503338952e+09
airswap,2024-08-12 00:00:00.000 UTC,4.889374890305763e+06
honeyswap,2025-02-10 00:00:00.000 UTC,32651.40800391691
wigoswap,2024-03-18 00:00:00.000 UTC,1.9847972745124217e+07
echodex,2024-12-09 00:00:00.000 UTC,31634.940610586655
iziswap,2024-06-10 00:00:00.000 UTC,2.386427489565115e+07
woofi,2025-01-27 00:00:00.000 UTC,1.9747111722045612e+08
wombatexchange,2024-04-29 00:00:00.000 UTC,37709.92020201337
xei_finance,2024-09-23 00:00:00.000 UTC,546226.865928937
neopin,2024-08-19 00:00:00.000 UTC,142974.15345690926
dfx,2024-03-11 00:00:00.000 UTC,6225.731225172642
soswap,2024-03-25 00:00:00.000 UTC,455708.54869938636
blasterswap,2024-05-20 00:00:00.000 UTC,2.6431550922004506e+07
gemswap,2025-01-13 00:00:00.000 UTC,8003.949479743966
icecreamswap,2024-08-26 00:00:00.000 UTC,1498.5074369202698
throne_exchange,2024-04-29 00:00:00.000 UTC,81.29702094111856
agni,2024-12-23 00:00:00.000 UTC,3.862146548567329e+07
rocketswap,2024-11-11 00:00:00.000 UTC,2.373353590284073e+06
lynex,2024-08-05 00:00:00.000 UTC,2.0878248658601058e+08
rocketswap,2025-01-27 00:00:00.000 UTC,603147.6206302406
dragon_swap,2024-05-06 00:00:00.000 UTC,9.569714351514155e+06
nile,2025-01-06 00:00:00.000 UTC,4.071905549049554e+07
akronswap,2024-09-16 00:00:00.000 UTC,6456.72340484812
autotronic,2024-07-22 00:00:00.000 UTC,5.724317255719654
vesync,2025-01-20 00:00:00.000 UTC,9233.941434492654
zyberswap,2024-05-06 00:00:00.000 UTC,9986.052472368388
spartacus_exchange,2024-07-08 00:00:00.000 UTC,96.80164181411345
thena,2024-10-28 00:00:00.000 UTC,2.0338684852210402e+08
torus,2025-01-20 00:00:00.000 UTC,28.72971240957586
ellipsis_finance,2024-09-30 00:00:00.000 UTC,163681.0282333408
dragon_swap,2024-07-22 00:00:00.000 UTC,1.8689248362940006e+07
dodo,2024-10-21 00:00:00.000 UTC,3.439783226798326e+08
clipper,2024-05-06 00:00:00.000 UTC,5.398552033957114e+06
stablebase,2024-04-29 00:00:00.000 UTC,5166.680031227757
icecreamswap,2024-07-29 00:00:00.000 UTC,1783.9242155450715
sobal,2024-10-28 00:00:00.000 UTC,19.948284848255117
balancer,2024-10-14 00:00:00.000 UTC,3.8203593595067406e+08
autotronic,2024-12-23 00:00:00.000 UTC,6.470679046690867
integral,2024-12-23 00:00:00.000 UTC,3.5216058441769354e+07
ramses,2025-02-03 00:00:00.000 UTC,3.6824223472368374e+07
aerodrome,2024-05-27 00:00:00.000 UTC,1.2630299886604834e+09
dfyn,2024-07-08 00:00:00.000 UTC,568412.0571560503
nuri,2025-01-13 00:00:00.000 UTC,1.6267288683988517e+07
zkswap_finance,2025-01-27 00:00:00.000 UTC,1.8530115508288626e+07
horizondex,2024-06-24 00:00:00.000 UTC,25700.13272345612
sterling_finance,2024-03-11 00:00:00.000 UTC,94.718680380369
arbswap,2024-09-23 00:00:00.000 UTC,10622.333657872188
gridex,2024-09-30 00:00:00.000 UTC,0.17254842368
agni,2024-10-21 00:00:00.000 UTC,2.98057386101503e+07
spiritswap,2024-06-10 00:00:00.000 UTC,723890.0494839825
fluid,2025-02-03 00:00:00.000 UTC,2.0129479096782753e+09
fluid,2025-01-06 00:00:00.000 UTC,6.447863385415667e+08
zebra,2024-07-01 00:00:00.000 UTC,2.239275450165806e+06
gridex,2024-02-12 00:00:00.000 UTC,254.18198039229662
rcpswap,2024-09-16 00:00:00.000 UTC,43676.718867731746
sobal,2024-05-20 00:00:00.000 UTC,737.6046590165168
zyberswap,2024-05-20 00:00:00.000 UTC,15726.415537471965
zkswap_finance,2024-08-05 00:00:00.000 UTC,1.8574836438269757e+07
defiswap,2024-10-07 00:00:00.000 UTC,544954.9710467762
zebra,2024-04-15 00:00:00.000 UTC,5.927677957656731e+06
neopin,2024-06-03 00:00:00.000 UTC,370857.70979867195
wombat,2024-08-05 00:00:00.000 UTC,940336.7841949861
wombatexchange,2024-02-19 00:00:00.000 UTC,7.1719257342281565e+06
trader_joe,2025-02-03 00:00:00.000 UTC,7.193825924006265e+08
trader_joe,2025-01-27 00:00:00.000 UTC,7.765449507744973e+08
beethoven_x,2024-05-13 00:00:00.000 UTC,7.920195025753192e+06
dackieswap,2024-12-09 00:00:00.000 UTC,818101.2449430226
solidly,2025-01-06 00:00:00.000 UTC,4.477575858052792e+07
sterling_finance,2024-04-29 00:00:00.000 UTC,80.895253448961
wardenswap,2024-09-30 00:00:00.000 UTC,2428.8949403540914
oasisswap,2024-10-21 00:00:00.000 UTC,1789.74221080958
kyberswap,2024-10-21 00:00:00.000 UTC,416976.60698524903
dragon_swap,2024-06-24 00:00:00.000 UTC,1.4128974373199647e+07
ellipsis_finance,2024-08-05 00:00:00.000 UTC,358019.0285169849
rocketswap,2024-04-22 00:00:00.000 UTC,1.0082586690874654e+06
smardex,2024-09-09 00:00:00.000 UTC,145255.15940536422
dracula_finance,2024-02-26 00:00:00.000 UTC,151326.11074798353
baseswap,2024-12-16 00:00:00.000 UTC,1.6857263463094836e+08
aerodrome,2024-04-29 00:00:00.000 UTC,4.940149201452859e+08
honeyswap,2024-10-14 00:00:00.000 UTC,101414.15311621105
airswap,2024-07-15 00:00:00.000 UTC,1.4896196360245453e+07
airswap,2024-07-08 00:00:00.000 UTC,5.85687558836425e+06
flashliquidity,2024-10-14 00:00:00.000 UTC,230.27553367927155
babyswap,2024-12-02 00:00:00.000 UTC,1.1010281210227797e+07
vesync,2024-03-25 00:00:00.000 UTC,1.026663877272535e+06
sparkdex,2024-11-18 00:00:00.000 UTC,1.0471089975375485e+07
quickswap,2024-07-22 00:00:00.000 UTC,2.3038469943273395e+08
nomiswap,2024-10-28 00:00:00.000 UTC,7031.791302689777
fusionx,2024-09-09 00:00:00.000 UTC,2.9831343565887874e+06
zyberswap,2024-12-02 00:00:00.000 UTC,24366.38467546542
derpdex,2024-11-04 00:00:00.000 UTC,5455.2948702913145
swapr,2024-07-01 00:00:00.000 UTC,182.93999899564258
gmx,2024-07-08 00:00:00.000 UTC,5.098629285763005e+06
ezkalibur,2024-04-29 00:00:00.000 UTC,285551.712784561
bancor,2024-02-12 00:00:00.000 UTC,8.870954085526539e+06
velocore,2024-09-30 00:00:00.000 UTC,11568.988600648683
alienbase,2024-03-04 00:00:00.000 UTC,38149.495898093344
yaka,2024-07-22 00:00:00.000 UTC,2.143444882322987e+06
scale,2024-08-19 00:00:00.000 UTC,356080.4744451996
biswap,2024-07-08 00:00:00.000 UTC,6.857688286250845e+06
citadelswap,2024-03-25 00:00:00.000 UTC,146523.46262321773
wombat_exchange,2024-07-01 00:00:00.000 UTC,30604.61869400565
mute,2024-05-20 00:00:00.000 UTC,2.1327370439863816e+07
defiswap,2024-09-09 00:00:00.000 UTC,506001.8581206126
clipper,2024-04-15 00:00:00.000 UTC,4.425634404070576e+06
agni,2024-06-24 00:00:00.000 UTC,2.6972015575414803e+07
chronos,2024-07-29 00:00:00.000 UTC,17614.23507397961
uniswap,2024-12-02 00:00:00.000 UTC,3.0940393925820724e+10
katana,2024-11-11 00:00:00.000 UTC,5.86802998882579e+07
torus,2024-12-09 00:00:00.000 UTC,5.902438534595588
echodex,2024-03-04 00:00:00.000 UTC,48895.135813989844
dackieswap,2024-04-15 00:00:00.000 UTC,351375.39875251916
1inch-LOP,2024-06-03 00:00:00.000 UTC,2.3910047339063284e+08
throne_exchange,2024-06-17 00:00:00.000 UTC,4.6064394576169825
maverick,2024-10-07 00:00:00.000 UTC,1.9533590330887163e+08
fraxswap,2024-03-25 00:00:00.000 UTC,1.1442254776839036e+07
swaap,2024-12-23 00:00:00.000 UTC,3.599480944232286e+08
camelot,2024-06-24 00:00:00.000 UTC,4.712757679256559e+08
leetswap,2024-06-17 00:00:00.000 UTC,168.96900862534554
fluid,2024-12-09 00:00:00.000 UTC,6.356647231619838e+08
verse_dex,2024-06-03 00:00:00.000 UTC,197753.8020500134
mute,2024-08-05 00:00:00.000 UTC,2.8952060002316334e+06
auragi,2025-01-27 00:00:00.000 UTC,1074.6019969889694
velocore,2024-07-08 00:00:00.000 UTC,21634.023123754334
sharkswap,2024-04-08 00:00:00.000 UTC,123956.72124234618
velodrome,2024-05-06 00:00:00.000 UTC,1.7128611191390803e+08
jelly_swap,2024-07-08 00:00:00.000 UTC,1.28625463678766e+06
wombat,2024-11-25 00:00:00.000 UTC,391258.79722150863
auragi,2024-08-26 00:00:00.000 UTC,3886.5104735335794
gridex,2024-08-26 00:00:00.000 UTC,0.16559243264
arbswap,2025-01-06 00:00:00.000 UTC,14239.910630479279
pancakeswap,2024-10-21 00:00:00.000 UTC,5.741687644956124e+09
thena,2024-10-07 00:00:00.000 UTC,1.4259568310995057e+08
dackieswap,2024-06-10 00:00:00.000 UTC,497235.9036274825
solidly,2024-03-04 00:00:00.000 UTC,1.3533051944122186e+08
balancer,2024-03-18 00:00:00.000 UTC,1.0895758389208388e+09
trader_joe,2024-08-12 00:00:00.000 UTC,5.442208278779662e+08
dragon_swap,2024-06-03 00:00:00.000 UTC,2.765283786081175e+07
merchant_moe,2024-12-30 00:00:00.000 UTC,977929.578532862
sterling_finance,2024-02-12 00:00:00.000 UTC,23.044504082687
mauve,2024-04-08 00:00:00.000 UTC,61344.725394599205
dracula_finance,2025-01-20 00:00:00.000 UTC,801.8515658694097
0x-API,2024-03-11 00:00:00.000 UTC,3.0513684180161e+08
oku,2024-10-07 00:00:00.000 UTC,1.488247763492323e+07
balancer,2024-09-02 00:00:00.000 UTC,5.884884947284071e+08
dfx,2024-02-12 00:00:00.000 UTC,4178.331855522902
opx_finance,2024-03-18 00:00:00.000 UTC,2.4947759062153
curve,2024-03-04 00:00:00.000 UTC,2.0186285689123776e+09
zyberswap,2024-12-09 00:00:00.000 UTC,9677.36786610886
velocimeter,2024-09-23 00:00:00.000 UTC,0.13065028515000002
scale,2024-03-11 00:00:00.000 UTC,682867.5893596241
dfyn,2024-08-12 00:00:00.000 UTC,333965.45453143446
mdex,2024-08-05 00:00:00.000 UTC,1.492714987932622e+07
