token,current_funding_rate,predicted_funding_rate,mark_price,open_interest,volume_24h,avg_24h_funding_rate,funding_difference,annualized_funding
MINA,3.81e-05,1.25e-05,95918.0,8945.30996,790311064.2329594,1.25e-05,-2.56e-05,1.39065
POLYX,3.809e-05,1.25e-05,95907.0,8945.30378,790313470.0428593,1.25e-05,-2.5590000000000004e-05,1.3902850000000002
GAS,3.805e-05,1.25e-05,95896.0,8944.7474,790342242.9541693,1.2529583333333334e-05,-2.5550000000000004e-05,1.3888250000000002
PENDLE,3.802e-05,0.00010371,95895.0,8944.74144,790343053.8367093,3.673625e-05,6.569e-05,1.38773
STG,3.802e-05,1.25e-05,95895.0,8944.74144,790343683.5646392,-2.7320833333333325e-06,-2.552e-05,1.38773
FET,3.8e-05,1.25e-05,95896.0,8944.7435,790343782.2891092,1.2302083333333334e-05,-2.5500000000000003e-05,1.387
STRAX,3.798e-05,0.0,95896.0,8944.7435,790343782.2891092,0.0,-3.798e-05,1.3862700000000001
NEAR,3.797e-05,2.673e-05,95895.0,8944.73608,790350423.6663193,1.8015833333333335e-05,-1.1239999999999997e-05,1.385905
MEME,3.795e-05,1.25e-05,95896.0,8944.73608,790352609.9820093,1.25e-05,-2.5450000000000002e-05,1.385175
ORDI,3.795e-05,1.25e-05,95896.0,8944.67886,790360487.8113192,1.25e-05,-2.5450000000000002e-05,1.385175
BADGER,3.794e-05,1.25e-05,95895.0,8944.67886,790360487.8113192,9.377458333333332e-05,-2.544e-05,1.38481
NEO,3.794e-05,1.25e-05,95895.0,8944.67482,790360878.8752393,1.25e-05,-2.544e-05,1.38481
ZEN,3.794e-05,1.25e-05,95896.0,8944.72326,790365520.8423092,1.32175e-05,-2.544e-05,1.38481
FIL,3.793e-05,1.25e-05,95896.0,8944.88658,790377810.6010892,1.3640416666666667e-05,-2.543e-05,1.384445
PYTH,3.793e-05,1.25e-05,95896.0,8944.86572,790382490.9077592,1.25e-05,-2.543e-05,1.384445
SUSHI,3.792e-05,1.25e-05,95910.0,8944.8622,790387259.3955092,1.25e-05,-2.5420000000000004e-05,1.38408
ILV,3.792e-05,1.25e-05,95911.0,8944.8622,790387472.1802893,1.25e-05,-2.5420000000000004e-05,1.38408
IMX,3.793e-05,1.25e-05,95916.0,8944.91002,790393187.6561594,1.25e-05,-2.543e-05,1.384445
kBONK,3.793e-05,0.00031446,95917.0,8944.91002,790393187.6561594,4.1491250000000004e-05,0.00027653000000000004,1.384445
GMT,3.794e-05,1.25e-05,95917.0,8944.88626,790397762.5289294,1.25e-05,-2.544e-05,1.38481
SUPER,3.794e-05,1.25e-05,95917.0,8944.88754,790399485.8939493,1.25e-05,-2.544e-05,1.38481
USTC,3.795e-05,1.25e-05,95917.0,8944.88754,790399485.8939493,1.1922083333333334e-05,-2.5450000000000002e-05,1.385175
NFTI,3.795e-05,0.0,95917.0,8944.88958,790399583.6599293,0.0,-3.795e-05,1.385175
JUP,3.796e-05,1.25e-05,95917.0,8944.88958,790399583.6599293,1.25e-05,-2.5460000000000004e-05,1.38554
kLUNC,3.797e-05,1.25e-05,95917.0,8944.88958,790399882.7088093,1.25e-05,-2.547e-05,1.385905
RSR,3.797e-05,1.25e-05,95917.0,8944.95516,790403025.5975193,1.25e-05,-2.547e-05,1.385905
GALA,3.798e-05,1.25e-05,95917.0,8944.95516,790403025.5975193,1.25e-05,-2.548e-05,1.3862700000000001
JTO,3.799e-05,1.25e-05,95918.0,8944.9832,790404370.4239596,9.941666666666667e-06,-2.549e-05,1.386635
NTRN,3.799e-05,1.25e-05,95918.0,8945.0062,790406473.9934196,1.25e-05,-2.549e-05,1.386635
ACE,3.8e-05,1.25e-05,95918.0,8945.03636,790409265.3236197,1.25e-05,-2.5500000000000003e-05,1.387
MAV,3.8e-05,1.25e-05,95918.0,8945.03636,790409265.3236197,1.25e-05,-2.5500000000000003e-05,1.387
WIF,3.801e-05,7.974e-05,95918.0,8945.0473,790409790.0169597,3.380375e-05,4.173000000000001e-05,1.387365
CAKE,3.801e-05,7.32e-05,95918.0,8945.0981,790412226.4357597,3.187041666666667e-05,3.519000000000001e-05,1.387365
PEOPLE,3.802e-05,1.25e-05,95907.0,8945.0981,790413588.5281596,1.25e-05,-2.552e-05,1.38773
ENS,3.8e-05,1.25e-05,95893.0,8948.94794,790677221.5121796,1.25e-05,-2.5500000000000003e-05,1.387
ETC,3.8e-05,1.25e-05,95887.0,8948.96112,790677955.3154796,1.25e-05,-2.5500000000000003e-05,1.387
XAI,3.798e-05,1.25e-05,95887.0,8949.01246,790681783.5624996,1.25e-05,-2.548e-05,1.3862700000000001
MANTA,3.798e-05,1.25e-05,95888.0,8949.01246,790681783.5624996,8.335e-06,-2.548e-05,1.3862700000000001
UMA,3.798e-05,1.25e-05,95887.0,8949.01246,790681783.5624996,1.25e-05,-2.548e-05,1.3862700000000001
ONDO,3.798e-05,1.25e-05,95887.0,8949.01246,790681783.5624996,-6.36e-06,-2.548e-05,1.3862700000000001
ALT,3.798e-05,1.25e-05,95887.0,8949.01246,790681783.5624996,7.75e-06,-2.548e-05,1.3862700000000001
ZETA,3.798e-05,1.25e-05,95884.0,8949.02548,790682933.6672796,-4.549583333333333e-06,-2.548e-05,1.3862700000000001
DYM,3.797e-05,1.25e-05,95883.0,8949.02548,790682933.6672796,1.25e-05,-2.547e-05,1.385905
MAVIA,3.797e-05,1.25e-05,95883.0,8949.0237,790683117.8375195,1.2633749999999999e-05,-2.547e-05,1.385905
W,3.796e-05,1.25e-05,95884.0,8949.07732,790702387.6080995,1.25e-05,-2.5460000000000004e-05,1.38554
PANDORA,3.795e-05,0.0,95881.0,8949.07732,790706608.1760994,0.0,-3.795e-05,1.385175
STRK,3.795e-05,1.25e-05,95873.0,8949.05646,790707608.6425594,1.25e-05,-2.5450000000000002e-05,1.385175
PIXEL,3.793e-05,1.25e-05,95870.0,8949.12204,790710753.9249394,8.008333333333334e-06,-2.543e-05,1.384445
AI,3.791e-05,1.25e-05,95870.0,8949.1074,790714500.6382594,1.25e-05,-2.5410000000000002e-05,1.383715
TAO,3.789e-05,6.613e-05,95870.0,8949.02888,790720936.0452394,2.5082916666666663e-05,2.8240000000000007e-05,1.382985
AR,3.789e-05,5.152e-05,95870.0,8949.02888,790721732.1978395,2.4208333333333333e-05,1.3630000000000003e-05,1.382985
MYRO,3.789e-05,3.094e-05,95882.0,8949.02888,790722257.8503995,1.25e-05,-6.9499999999999995e-06,1.382985
kFLOKI,3.789e-05,1.25e-05,95881.0,8948.4789,790760783.9624795,1.2246666666666667e-05,-2.539e-05,1.382985
BOME,3.788e-05,1.25e-05,95882.0,8948.41418,790775534.8476394,1.25e-05,-2.5380000000000004e-05,1.3826200000000002
ETHFI,3.788e-05,1.25e-05,95880.0,8948.41418,790775534.8476394,1.7870833333333335e-05,-2.5380000000000004e-05,1.3826200000000002
ENA,3.787e-05,0.00010619,95880.0,8948.41418,790775534.8476394,4.647916666666667e-05,6.832e-05,1.382255
MNT,3.787e-05,-0.00014264,95880.0,8948.44466,790776996.6989194,-2.9787916666666667e-05,-0.00018051,1.382255
TNSR,3.787e-05,1.25e-05,95879.0,8948.56346,790782694.4657195,1.25e-05,-2.5370000000000003e-05,1.382255
SAGA,3.787e-05,1.25e-05,95881.0,8950.06002,790878616.4657195,9.469166666666667e-06,-2.5370000000000003e-05,1.382255
MERL,3.787e-05,1.25e-05,95881.0,8950.06002,790878616.4657195,1.25e-05,-2.5370000000000003e-05,1.382255
HBAR,3.787e-05,2.203e-05,95881.0,8950.06002,790878616.4657195,3.536833333333333e-05,-1.584e-05,1.382255
POPCAT,3.787e-05,0.00013214,95881.0,8950.03332,790880593.4181395,5.595791666666667e-05,9.426999999999999e-05,1.382255
OMNI,3.783e-05,1.25e-05,95876.0,8950.02366,790886536.7452594,1.25e-05,-2.5330000000000003e-05,1.3807950000000002
EIGEN,3.783e-05,8.654e-05,95857.0,8950.02952,790886817.7967193,4.5489583333333336e-05,4.870999999999999e-05,1.3807950000000002
REZ,3.781e-05,1.25e-05,95857.0,8950.02952,790886817.7967193,1.25e-05,-2.531e-05,1.3800649999999999
NOT,3.779e-05,1.25e-05,95856.0,8950.02952,790888159.7454993,1.25e-05,-2.5290000000000004e-05,1.3793350000000002
TURBO,3.779e-05,1.25e-05,95856.0,8950.02952,790888159.7454993,5.335e-06,-2.5290000000000004e-05,1.3793350000000002
BRETT,3.779e-05,1.25e-05,95856.0,8950.10164,790891942.9091793,1.25e-05,-2.5290000000000004e-05,1.3793350000000002
IO,3.779e-05,-8.27e-06,95856.0,8950.10164,790891942.9091793,5.2716666666666665e-06,-4.606e-05,1.3793350000000002
ZK,3.778e-05,4.962e-05,95842.0,8950.09892,790903936.9960594,2.2744166666666668e-05,1.1840000000000002e-05,1.37897
BLAST,3.775e-05,7.192e-05,95842.0,8950.05574,790907456.3742394,1.951625e-05,3.417e-05,1.3778750000000002
LISTA,3.775e-05,1.25e-05,95832.0,8950.03488,790908982.4932594,1.2272083333333332e-05,-2.5250000000000004e-05,1.3778750000000002
MEW,3.774e-05,1.25e-05,95831.0,8950.03488,790908982.4932594,1.2121666666666668e-05,-2.5240000000000002e-05,1.37751
RENDER,3.773e-05,3.318e-05,95831.0,8950.02112,790909840.0359393,2.0943333333333337e-05,-4.550000000000002e-06,1.3771449999999998
kDOGS,3.773e-05,1.25e-05,95835.0,8950.02112,790910607.4119394,1.25e-05,-2.523e-05,1.3771449999999998
POL,3.772e-05,1.25e-05,95855.0,8949.9336,790917907.0761393,1.25e-05,-2.522e-05,1.37678
CATI,3.772e-05,1.25e-05,95857.0,8949.99918,790921052.3585193,1.25e-05,-2.522e-05,1.37678
CELO,3.772e-05,2.78e-06,95857.0,8949.99918,790921052.3585193,-2.0912499999999997e-06,-3.494e-05,1.37678
HMSTR,3.771e-05,1.25e-05,95857.0,8949.99918,790921052.3585193,1.25e-05,-2.5210000000000004e-05,1.3764150000000002
SCR,3.771e-05,1.25e-05,95859.0,8950.03558,790926274.3521993,1.25e-05,-2.5210000000000004e-05,1.3764150000000002
NEIROETH,3.773e-05,2.381e-05,95860.0,8950.04682,790926813.4338393,2.147e-05,-1.3919999999999999e-05,1.3771449999999998
kNEIRO,3.772e-05,7.037e-05,95867.0,8950.14402,790932000.8955994,1.8007083333333332e-05,3.265000000000001e-05,1.37678
GOAT,3.772e-05,9.01e-05,95866.0,8950.14402,790932000.8955994,6.534749999999999e-05,5.2379999999999997e-05,1.37678
MOODENG,3.77e-05,2.525e-05,95867.0,8950.14608,790932099.6952593,2.538333333333333e-05,-1.2450000000000001e-05,1.37605
GRASS,3.77e-05,1.25e-05,95867.0,8950.14608,790932099.6952593,1.25e-05,-2.5200000000000003e-05,1.37605
PURR,3.768e-05,0.00040692,95864.0,8950.1258,790933072.3443394,0.00017207041666666666,0.00036924,1.37532
PNUT,3.768e-05,1.25e-05,95856.0,8950.166,790937432.9584594,1.25e-05,-2.518e-05,1.37532
XLM,3.766e-05,7.3e-07,95856.0,8950.166,790939337.0101594,-1.0323333333333332e-05,-3.693e-05,1.37459
CHILLGUY,3.766e-05,4.906e-05,95852.0,8950.166,790939337.0101594,2.8059583333333335e-05,1.14e-05,1.37459
SAND,3.763e-05,1.25e-05,95841.0,8950.18172,790941632.4236194,1.25e-05,-2.5129999999999998e-05,1.373495
IOTA,3.76e-05,1.25e-05,95841.0,8950.18172,790941632.4236194,1.10175e-05,-2.51e-05,1.3724
ALGO,3.759e-05,9.9e-05,95841.0,8950.18376,790941730.2640594,4.8724583333333334e-05,6.141e-05,1.372035
HYPE,3.759e-05,0.00012541,95842.0,8950.18376,790941730.2640594,3.86275e-05,8.782000000000001e-05,1.372035
ME,3.757e-05,1.25e-05,95842.0,8950.18376,790941730.2640594,1.25e-05,-2.5070000000000002e-05,1.371305
MOVE,3.757e-05,-1.046e-05,95842.0,8950.27356,790946037.1618594,-7.139166666666665e-06,-4.803e-05,1.371305
VIRTUAL,3.756e-05,0.00023841,95842.0,8950.27356,790946037.1618594,8.562666666666668e-05,0.00020084999999999998,1.37094
PENGU,3.756e-05,0.00013826,95847.0,8950.2123,790951191.0509194,7.575416666666666e-06,0.0001007,1.37094
USUAL,3.756e-05,1.25e-05,95847.0,8950.19144,790952191.5173794,5.49583333333334e-07,-2.506e-05,1.37094
FARTCOIN,3.756e-05,0.0003134,95866.0,8950.17058,790953191.9838394,9.646083333333332e-05,0.00027583999999999996,1.37094
AI16Z,3.756e-05,0.00023574,95866.0,8950.18086,790953685.0229194,0.00022204541666666667,0.00019818,1.37094
AIXBT,3.757e-05,6.586e-05,95866.0,8950.18086,790954209.7162594,0.00011347583333333332,2.8289999999999995e-05,1.371305
